cell_name	Symbol
Type I spiral ganglion neuron	B3gat1
Type I spiral ganglion neuron	Ccdc28a
Type II spiral ganglion neuron	Fam219b
Type II spiral ganglion neuron	Wdr90
Type II spiral ganglion neuron	Cpne1
Type I spiral ganglion neuron	Serp2
Type IC spiral ganglion neuron	Serp2
Type II spiral ganglion neuron	Pigl
Type I spiral ganglion neuron	Esyt1
Type I spiral ganglion neuron	Lynx1
Type IC spiral ganglion neuron	Emb
Type I spiral ganglion neuron	Rdm1
Type I spiral ganglion neuron	Lsm3
Type II spiral ganglion neuron	1700006F04Rik
Type I spiral ganglion neuron	Dtd2
Type I spiral ganglion neuron	Ppp3cc
Type I spiral ganglion neuron	Chst10
Type II spiral ganglion neuron	Clic1
Type I spiral ganglion neuron	Ctbp1
Type II spiral ganglion neuron	Apaf1
Type IA spiral ganglion neuron	Frat1
Type IC spiral ganglion neuron	Eva1c
Type I spiral ganglion neuron	Gprc5b
Type IC spiral ganglion neuron	Tenm2
Type I spiral ganglion neuron	Mettl14
Type I spiral ganglion neuron	Bola3
Type II spiral ganglion neuron	Rgs17
Type I spiral ganglion neuron	Slc25a51
Type II spiral ganglion neuron	Tmem186
Type I spiral ganglion neuron	Haghl
Type II spiral ganglion neuron	Cflar
Type IA spiral ganglion neuron	Nrde2
Type II spiral ganglion neuron	Palm
Type IC spiral ganglion neuron	Kcnk3
Type IC spiral ganglion neuron	Map3k20
Type II spiral ganglion neuron	Pam
Type I spiral ganglion neuron	Cpt1a
Type I spiral ganglion neuron	Pacs2
Type IB spiral ganglion neuron	Htr2c
Type I spiral ganglion neuron	Usp2
Type IC spiral ganglion neuron	Fscn2
Type II spiral ganglion neuron	Htr7
Type I spiral ganglion neuron	Mrpl11
Type I spiral ganglion neuron	Cebpzos
Type I spiral ganglion neuron	Plcb1
Type II spiral ganglion neuron	Alkbh1
Type II spiral ganglion neuron	Slc7a11
Type I spiral ganglion neuron	Smarcal1
Type II spiral ganglion neuron	Gmppa
Type IA spiral ganglion neuron	Golga7b
Type I spiral ganglion neuron	Dmac2
Type I spiral ganglion neuron	Yipf1
Type I spiral ganglion neuron	Tesc
Type I spiral ganglion neuron	Best3
Type I spiral ganglion neuron	B4galt7
Type I spiral ganglion neuron	Caskin1
Type II spiral ganglion neuron	Smim30
Type IA spiral ganglion neuron	Irgm2
Type IB spiral ganglion neuron	Col19a1
Type I spiral ganglion neuron	Smim13
Type II spiral ganglion neuron	Fam241a
Type II spiral ganglion neuron	Wwc1
Type I spiral ganglion neuron	Wwp1
Type IA spiral ganglion neuron	Cln8
Type II spiral ganglion neuron	Aff3
Type II spiral ganglion neuron	Asb1
Type IC spiral ganglion neuron	Mcub
Type II spiral ganglion neuron	Arhgap27
Type I spiral ganglion neuron	Ttc1
Type IA spiral ganglion neuron	Dera
Type II spiral ganglion neuron	Nectin2
Type I spiral ganglion neuron	Ugcg
Type I spiral ganglion neuron	Epha4
Type II spiral ganglion neuron	Man1c1
Type I spiral ganglion neuron	Fuca2
Type I spiral ganglion neuron	Ipo11
Type I spiral ganglion neuron	Cept1
Type IA spiral ganglion neuron	Alpk2
Type I spiral ganglion neuron	Rxylt1
Type II spiral ganglion neuron	Fbn2
Type I spiral ganglion neuron	Nol4
Type IC spiral ganglion neuron	6330403K07Rik
Type I spiral ganglion neuron	Cptp
Type IC spiral ganglion neuron	Ptk7
Type I spiral ganglion neuron	Sh3bp5l
Type I spiral ganglion neuron	Capn2
Type IC spiral ganglion neuron	Samd11
Type I spiral ganglion neuron	Eif5a2
Type IA spiral ganglion neuron	Parp9
Type I spiral ganglion neuron	Psmb10
Type II spiral ganglion neuron	Gabrg2
Type I spiral ganglion neuron	Selenoo
Type I spiral ganglion neuron	Tmem35a
Type IC spiral ganglion neuron	Pcsk2
Type I spiral ganglion neuron	Car2
Type IC spiral ganglion neuron	Ccdc162
Type IA spiral ganglion neuron	1700025G04Rik
Type II spiral ganglion neuron	Dgkh
Type I spiral ganglion neuron	Dcbld2
Type IA spiral ganglion neuron	Car2
Type II spiral ganglion neuron	Pcdh17
Type IC spiral ganglion neuron	AI987944
Type II spiral ganglion neuron	Gpr37
Type I spiral ganglion neuron	Mrps16
Type I spiral ganglion neuron	Abca2
Type II spiral ganglion neuron	Rpl32l
Type IA spiral ganglion neuron	Parm1
Type II spiral ganglion neuron	Cwc22
Type I spiral ganglion neuron	Car7
Type IA spiral ganglion neuron	Tec
Type I spiral ganglion neuron	Hapln4
Type I spiral ganglion neuron	Fbxo33
Type I spiral ganglion neuron	Lmbr1
Type IC spiral ganglion neuron	Tjp2
Type II spiral ganglion neuron	Fgd2
Type II spiral ganglion neuron	Dok6
Type I spiral ganglion neuron	Gipc1
Type II spiral ganglion neuron	Phf3
Type II spiral ganglion neuron	Gm6498
Type II spiral ganglion neuron	Cacng5
Type I spiral ganglion neuron	Vkorc1l1
Type II spiral ganglion neuron	Pals2
Type II spiral ganglion neuron	Smad6
Type I spiral ganglion neuron	Nap1l2
Type IA spiral ganglion neuron	Dlgap2
Type IA spiral ganglion neuron	Plekho1
Type II spiral ganglion neuron	Mapk3
Type IC spiral ganglion neuron	Gpx8
Type II spiral ganglion neuron	Ric8a
Type I spiral ganglion neuron	Ap5s1
Type IA spiral ganglion neuron	Tsen54
Type II spiral ganglion neuron	Rgs3
Type IA spiral ganglion neuron	Olfml2b
Type II spiral ganglion neuron	Klhl5
Type II spiral ganglion neuron	Cntnap5b
Type I spiral ganglion neuron	Kcnip2
Type IC spiral ganglion neuron	Plod2
Type II spiral ganglion neuron	Hs6st3
Type II spiral ganglion neuron	H2-Ab1
Type II spiral ganglion neuron	Tmsb10
Type II spiral ganglion neuron	Nck2
Type IC spiral ganglion neuron	Cd164l2
Type IC spiral ganglion neuron	Slc17a6
Type I spiral ganglion neuron	Asb13
Type IC spiral ganglion neuron	Ust
Type IA spiral ganglion neuron	Igfbp3
Type II spiral ganglion neuron	Tmbim1
Type I spiral ganglion neuron	Zfp804a
Type II spiral ganglion neuron	Actn2
Type II spiral ganglion neuron	S100a1
Type I spiral ganglion neuron	Psmd5
Type I spiral ganglion neuron	Ccdc88a
Type I spiral ganglion neuron	R3hcc1
Type IB spiral ganglion neuron	H2-K1
Type II spiral ganglion neuron	Ptpn11
Type II spiral ganglion neuron	Syce2
Type II spiral ganglion neuron	Arhgap27os3
Type I spiral ganglion neuron	Chn1
Type I spiral ganglion neuron	Kcnma1
Type IB spiral ganglion neuron	Ubxn2b
Type I spiral ganglion neuron	Scrt1
Type I spiral ganglion neuron	Selenom
Type IA spiral ganglion neuron	Gnao1
Type II spiral ganglion neuron	Fgfr3
Type IA spiral ganglion neuron	Zfhx3
Type IC spiral ganglion neuron	Spock1
Type IA spiral ganglion neuron	Fmnl1
Type II spiral ganglion neuron	1600029O15Rik
Type I spiral ganglion neuron	Aars2
Type IA spiral ganglion neuron	Slc7a8
Type II spiral ganglion neuron	Uba2
Type II spiral ganglion neuron	Itgb1
Type I spiral ganglion neuron	Sertm1
Type IA spiral ganglion neuron	Cldn23
Type I spiral ganglion neuron	B3galt2
Type IA spiral ganglion neuron	Ksr1
Type I spiral ganglion neuron	Mcl1
Type II spiral ganglion neuron	Pkp4
Type I spiral ganglion neuron	Net1
Type I spiral ganglion neuron	Ttc39a
Type IA spiral ganglion neuron	Slc15a5
Type II spiral ganglion neuron	Il11ra1
Type I spiral ganglion neuron	Clstn3
Type II spiral ganglion neuron	L1cam
Type I spiral ganglion neuron	Denr
Type I spiral ganglion neuron	Pfkm
Type I spiral ganglion neuron	Tagap1
Type IB spiral ganglion neuron	Pls3
Type I spiral ganglion neuron	Slc22a23
Type I spiral ganglion neuron	Gria3
Type I spiral ganglion neuron	Ccdc136
Type I spiral ganglion neuron	Hebp2
Type I spiral ganglion neuron	Nalf1
Type II spiral ganglion neuron	Nfkbie
Type I spiral ganglion neuron	Myh10
Type IA spiral ganglion neuron	Sox12
Type I spiral ganglion neuron	Wee1
Type I spiral ganglion neuron	Zfp770
Type I spiral ganglion neuron	Myo19
Type II spiral ganglion neuron	Pacrg
Type IA spiral ganglion neuron	Fkbp5
Type I spiral ganglion neuron	Ntm
Type IC spiral ganglion neuron	Mef2c
Type I spiral ganglion neuron	Mfhas1
Type II spiral ganglion neuron	Shisal1
Type II spiral ganglion neuron	Mical1
Type I spiral ganglion neuron	Ptprr
Type II spiral ganglion neuron	Rps18
Type I spiral ganglion neuron	Lpin1
Type IC spiral ganglion neuron	Nmrk1
Type I spiral ganglion neuron	Zfp672
Type I spiral ganglion neuron	Rasgrp4
Type II spiral ganglion neuron	Astn2
Type I spiral ganglion neuron	Atxn2
Type IA spiral ganglion neuron	Trim24
Type I spiral ganglion neuron	Lrch1
Type IA spiral ganglion neuron	Dnah10
Type IB spiral ganglion neuron	Kcnmb2
Type IA spiral ganglion neuron	Ghr
Type I spiral ganglion neuron	Apoo
Type I spiral ganglion neuron	Llph
Type II spiral ganglion neuron	Nop16
Type IA spiral ganglion neuron	Upp1
Type I spiral ganglion neuron	Rcan2
Type I spiral ganglion neuron	Pip4k2a
Type I spiral ganglion neuron	Gbe1
Type I spiral ganglion neuron	Nit1
Type I spiral ganglion neuron	Sncb
Type I spiral ganglion neuron	A530058N18Rik
Type I spiral ganglion neuron	Reep3
Type I spiral ganglion neuron	Tob1
Type I spiral ganglion neuron	Ahcyl2
Type IA spiral ganglion neuron	Zfp710
Type I spiral ganglion neuron	Avpi1
Type I spiral ganglion neuron	Rnf123
Type II spiral ganglion neuron	Rad52
Type I spiral ganglion neuron	Rgma
Type II spiral ganglion neuron	Ybx1
Type IA spiral ganglion neuron	L3hypdh
Type II spiral ganglion neuron	Greb1l
Type I spiral ganglion neuron	Seh1l
Type II spiral ganglion neuron	Tmem119
Type IA spiral ganglion neuron	Fam78b
Type I spiral ganglion neuron	Auts2
Type I spiral ganglion neuron	Ndrg3
Type I spiral ganglion neuron	Robo1
Type II spiral ganglion neuron	Lrrtm3
Type II spiral ganglion neuron	Fstl4
Type I spiral ganglion neuron	Sphk1
Type II spiral ganglion neuron	Asl
Type IA spiral ganglion neuron	F730043M19Rik
Type I spiral ganglion neuron	Rasgrp2
Type II spiral ganglion neuron	Maml3
Type IA spiral ganglion neuron	Isoc1
Type I spiral ganglion neuron	Sez6l2
Type I spiral ganglion neuron	Zfp422
Type II spiral ganglion neuron	Pcdhga4
Type I spiral ganglion neuron	Slitrk1
Type I spiral ganglion neuron	Tomm5
Type I spiral ganglion neuron	Thap11
Type II spiral ganglion neuron	Gm5148
Type II spiral ganglion neuron	Eml1
Type IA spiral ganglion neuron	Rasd1
Type IA spiral ganglion neuron	Nhsl2
Type I spiral ganglion neuron	Ccdc90b
Type I spiral ganglion neuron	Gmpr
Type I spiral ganglion neuron	Cars
Type I spiral ganglion neuron	Slc4a8
Type I spiral ganglion neuron	Tstd3
Type II spiral ganglion neuron	Bgn
Type I spiral ganglion neuron	Spring1
Type II spiral ganglion neuron	Stat6
Type IC spiral ganglion neuron	Camk1d
Type I spiral ganglion neuron	Phlda3
Type I spiral ganglion neuron	Dscam
Type I spiral ganglion neuron	Gnal
Type IC spiral ganglion neuron	Pnck
Type I spiral ganglion neuron	Nsa2
Type I spiral ganglion neuron	Gls2
Type II spiral ganglion neuron	Ptpn13
Type IC spiral ganglion neuron	Bhlhe22
Type I spiral ganglion neuron	Cpt1b
Type I spiral ganglion neuron	Sugp2
Type I spiral ganglion neuron	2310040G24Rik
Type I spiral ganglion neuron	Kcnip1
Type I spiral ganglion neuron	Rab15
Type I spiral ganglion neuron	Dip2a
Type II spiral ganglion neuron	Fbln7
Type II spiral ganglion neuron	Hmgn1
Type I spiral ganglion neuron	Nsmaf
Type I spiral ganglion neuron	Cx3cl1
Type IB spiral ganglion neuron	Cx3cl1
Type I spiral ganglion neuron	Ripor2
Type I spiral ganglion neuron	Ebag9
Type II spiral ganglion neuron	Cnot8
Type II spiral ganglion neuron	Tom1
Type I spiral ganglion neuron	Hmgb3
Type I spiral ganglion neuron	Tmem70
Type II spiral ganglion neuron	Mxi1
Type I spiral ganglion neuron	Glrx5
Type IC spiral ganglion neuron	Ndst3
Type I spiral ganglion neuron	Tfdp2
Type IC spiral ganglion neuron	Glis1
Type I spiral ganglion neuron	Pcsk5
Type II spiral ganglion neuron	Psme1
Type IA spiral ganglion neuron	Sh3bgrl
Type IA spiral ganglion neuron	Hmox1
Type I spiral ganglion neuron	Ankrd33b
Type I spiral ganglion neuron	Csmd2
Type II spiral ganglion neuron	Sh3bgrl
Type I spiral ganglion neuron	Irs2
Type IC spiral ganglion neuron	Tmem47
Type I spiral ganglion neuron	Dock9
Type I spiral ganglion neuron	A930006K02Rik
Type I spiral ganglion neuron	Rabl2
Type IC spiral ganglion neuron	Ttyh2
Type II spiral ganglion neuron	Abhd4
Type IB spiral ganglion neuron	Apex2
Type I spiral ganglion neuron	Ugt8a
Type I spiral ganglion neuron	Camk2b
Type I spiral ganglion neuron	Cnnm1
Type II spiral ganglion neuron	Vps37b
Type I spiral ganglion neuron	Sf3a2
Type I spiral ganglion neuron	Bhlhe40
Type I spiral ganglion neuron	Pptc7
Type II spiral ganglion neuron	Mxra8
Type II spiral ganglion neuron	Frmd8
Type II spiral ganglion neuron	Zfp319
Type II spiral ganglion neuron	Cpsf3
Type II spiral ganglion neuron	Myl1
Type II spiral ganglion neuron	Qpct
Type I spiral ganglion neuron	Dnajc28
Type II spiral ganglion neuron	Bex4
Type II spiral ganglion neuron	Itsn1
Type II spiral ganglion neuron	Fbln5
Type II spiral ganglion neuron	Zmynd11
Type II spiral ganglion neuron	Trim62
Type I spiral ganglion neuron	Sptbn4
Type I spiral ganglion neuron	Cc2d2a
Type I spiral ganglion neuron	B4galnt1
Type I spiral ganglion neuron	Ddx27
Type I spiral ganglion neuron	Ppp1r16b
Type IA spiral ganglion neuron	Myo1e
Type I spiral ganglion neuron	Tpgs2
Type I spiral ganglion neuron	Mt3
Type I spiral ganglion neuron	Pctp
Type IB spiral ganglion neuron	Ifit1
Type I spiral ganglion neuron	Flt3
Type II spiral ganglion neuron	F11r
Type I spiral ganglion neuron	Kcnn2
Type I spiral ganglion neuron	Ssbp3
Type I spiral ganglion neuron	Fndc4
Type II spiral ganglion neuron	Kirrel3
Type I spiral ganglion neuron	Shb
Type I spiral ganglion neuron	Mcts1
Type I spiral ganglion neuron	Gart
Type I spiral ganglion neuron	Egln2
Type I spiral ganglion neuron	Rabgap1l
Type I spiral ganglion neuron	Nexn
Type I spiral ganglion neuron	Prr3
Type I spiral ganglion neuron	Msl3
Type I spiral ganglion neuron	Synj2
Type I spiral ganglion neuron	Amer2
Type II spiral ganglion neuron	Samd8
Type I spiral ganglion neuron	Jtb
Type II spiral ganglion neuron	Alkbh2
Type I spiral ganglion neuron	Mllt3
Type II spiral ganglion neuron	Syt1
Type I spiral ganglion neuron	Syt2
Type IC spiral ganglion neuron	Fam43b
Type II spiral ganglion neuron	Palmd
Type II spiral ganglion neuron	Pgrmc2
Type II spiral ganglion neuron	Grik3
Type IC spiral ganglion neuron	Lemd1
Type I spiral ganglion neuron	Slc35a3
Type II spiral ganglion neuron	Skap1
Type I spiral ganglion neuron	Grin1
Type II spiral ganglion neuron	Prpf39
Type I spiral ganglion neuron	P2rx6
Type IB spiral ganglion neuron	Kcnd2
Type IC spiral ganglion neuron	Cacna1e
Type II spiral ganglion neuron	Kcnd1
Type II spiral ganglion neuron	Rsu1
Type I spiral ganglion neuron	Sulf2
Type II spiral ganglion neuron	Tex33
Type II spiral ganglion neuron	Fpgt
Type II spiral ganglion neuron	Sorcs3
Type II spiral ganglion neuron	Scn2b
Type I spiral ganglion neuron	Rab11fip4
Type II spiral ganglion neuron	Lrrtm2
Type I spiral ganglion neuron	Mapk12
Type I spiral ganglion neuron	Ube3b
Type I spiral ganglion neuron	Tmem94
Type I spiral ganglion neuron	Dusp28
Type I spiral ganglion neuron	Sys1
Type II spiral ganglion neuron	Itpk1
Type I spiral ganglion neuron	Tmem229b
Type I spiral ganglion neuron	Prkar2b
Type I spiral ganglion neuron	Kank1
Type IA spiral ganglion neuron	A330074K22Rik
Type II spiral ganglion neuron	Scmh1
Type IA spiral ganglion neuron	Arhgap19
Type I spiral ganglion neuron	Calb1
Type I spiral ganglion neuron	Mrps36
Type IC spiral ganglion neuron	Prkar2b
Type I spiral ganglion neuron	Hivep2
Type I spiral ganglion neuron	Tecpr2
Type I spiral ganglion neuron	2410004B18Rik
Type II spiral ganglion neuron	Slc7a8
Type IA spiral ganglion neuron	Dock4
Type II spiral ganglion neuron	Prelp
Type I spiral ganglion neuron	Nrg1
Type II spiral ganglion neuron	Tppp
Type I spiral ganglion neuron	Adamts5
Type IA spiral ganglion neuron	Adamts5
Type IA spiral ganglion neuron	Lsm11
Type I spiral ganglion neuron	Ttc9b
Type I spiral ganglion neuron	Lpcat4
Type I spiral ganglion neuron	Cnppd1
Type I spiral ganglion neuron	Nfatc2
Type II spiral ganglion neuron	Antxr2
Type I spiral ganglion neuron	Ppm1e
Type I spiral ganglion neuron	Ola1
Type II spiral ganglion neuron	Pkib
Type IA spiral ganglion neuron	Tmem132e
Type I spiral ganglion neuron	Smpx
Type I spiral ganglion neuron	Mtss2
Type I spiral ganglion neuron	Igsf3
Type II spiral ganglion neuron	Rxfp3
Type I spiral ganglion neuron	Tirap
Type II spiral ganglion neuron	Snu13
Type II spiral ganglion neuron	Gm10578
Type I spiral ganglion neuron	Cntnap4
Type I spiral ganglion neuron	Flywch1
Type I spiral ganglion neuron	Morc3
Type I spiral ganglion neuron	Pgap4
Type I spiral ganglion neuron	Extl2
Type I spiral ganglion neuron	Ppp2r5e
Type II spiral ganglion neuron	Nme3
Type IC spiral ganglion neuron	Diras2
Type IC spiral ganglion neuron	Myom3
Type II spiral ganglion neuron	Rab3b
Type II spiral ganglion neuron	Rala
Type II spiral ganglion neuron	Kcnc4
Type II spiral ganglion neuron	D030028A08Rik
Type II spiral ganglion neuron	Unc13b
Type I spiral ganglion neuron	Ulk1
Type IC spiral ganglion neuron	Shisal1
Type I spiral ganglion neuron	Thtpa
Type II spiral ganglion neuron	Crispld1
Type I spiral ganglion neuron	Zfp935
Type II spiral ganglion neuron	Epn2
Type I spiral ganglion neuron	Wipf3
Type I spiral ganglion neuron	Ciao3
Type IA spiral ganglion neuron	Myl1
Type I spiral ganglion neuron	Snx27
Type I spiral ganglion neuron	Tcn2
Type II spiral ganglion neuron	Clcn1
Type II spiral ganglion neuron	Il4ra
Type I spiral ganglion neuron	Hcn2
Type IA spiral ganglion neuron	Kcnip4
Type I spiral ganglion neuron	Arhgef6
Type IC spiral ganglion neuron	Lgi1
Type I spiral ganglion neuron	Slc19a2
Type I spiral ganglion neuron	Lhfpl4
Type I spiral ganglion neuron	Arhgef17
Type IC spiral ganglion neuron	Pcsk5
Type I spiral ganglion neuron	Lats1
Type IA spiral ganglion neuron	N4bp3
Type I spiral ganglion neuron	Lysmd2
Type I spiral ganglion neuron	Rcan1
Type I spiral ganglion neuron	Copb2
Type IA spiral ganglion neuron	Cpxm1
Type II spiral ganglion neuron	Nxn
Type IA spiral ganglion neuron	Ephx4
Type II spiral ganglion neuron	Ascl2
Type I spiral ganglion neuron	Elmo1
Type II spiral ganglion neuron	Ctnna1
Type I spiral ganglion neuron	Grm7
Type IA spiral ganglion neuron	Them6
Type IC spiral ganglion neuron	Magi1
Type I spiral ganglion neuron	Galnt9
Type IC spiral ganglion neuron	Lrrcc1
Type IC spiral ganglion neuron	Cacng5
Type I spiral ganglion neuron	Vars
Type IA spiral ganglion neuron	Wdr91
Type II spiral ganglion neuron	Rnpc3
Type IC spiral ganglion neuron	Robo1
Type I spiral ganglion neuron	Scn8a
Type I spiral ganglion neuron	Cerk
Type II spiral ganglion neuron	Erlin2
Type II spiral ganglion neuron	Gpx8
Type I spiral ganglion neuron	Plekhm3
Type I spiral ganglion neuron	Mob2
Type I spiral ganglion neuron	Lonrf2
Type I spiral ganglion neuron	Sgsm1
Type I spiral ganglion neuron	Ext2
Type IC spiral ganglion neuron	Lgr5
Type I spiral ganglion neuron	Chchd4
Type I spiral ganglion neuron	Gpd1l
Type I spiral ganglion neuron	Pitpnc1
Type I spiral ganglion neuron	Adap1
Type IC spiral ganglion neuron	Dipk2a
Type IC spiral ganglion neuron	Rgs10
Type IB spiral ganglion neuron	Trmt61a
Type IC spiral ganglion neuron	Kcnip2
Type I spiral ganglion neuron	Uspl1
Type II spiral ganglion neuron	Pard6g
Type I spiral ganglion neuron	Rtn2
Type IA spiral ganglion neuron	Tcim
Type I spiral ganglion neuron	Isy1
Type IC spiral ganglion neuron	Luzp2
Type IA spiral ganglion neuron	Cacna2d1
Type I spiral ganglion neuron	Zcchc2
Type II spiral ganglion neuron	Styx
Type II spiral ganglion neuron	Cd47
Type IC spiral ganglion neuron	Fkbp11
Type I spiral ganglion neuron	Scly
Type IC spiral ganglion neuron	Runx1t1
Type IA spiral ganglion neuron	Tbc1d16
Type IC spiral ganglion neuron	Sptb
Type II spiral ganglion neuron	Tnnt1
Type II spiral ganglion neuron	Ptpn14
Type II spiral ganglion neuron	Mpv17l2
Type IC spiral ganglion neuron	Sema3a
Type II spiral ganglion neuron	Pla2g6
Type I spiral ganglion neuron	Snrpd3
Type II spiral ganglion neuron	Tex43
Type I spiral ganglion neuron	Spock1
Type I spiral ganglion neuron	Max
Type I spiral ganglion neuron	Tmem63b
Type I spiral ganglion neuron	Epn3
Type I spiral ganglion neuron	Atf4
Type I spiral ganglion neuron	Clec2l
Type IC spiral ganglion neuron	Satb1
Type I spiral ganglion neuron	Cpne9
Type I spiral ganglion neuron	Rabgef1
Type I spiral ganglion neuron	Gpr22
Type II spiral ganglion neuron	Th
Type II spiral ganglion neuron	Tmem132b
Type I spiral ganglion neuron	Cox10
Type I spiral ganglion neuron	Crlf3
Type I spiral ganglion neuron	Isl2
Type II spiral ganglion neuron	St8sia4
Type II spiral ganglion neuron	Tnc
Type I spiral ganglion neuron	Agtpbp1
Type II spiral ganglion neuron	Firre
Type I spiral ganglion neuron	Endod1
Type I spiral ganglion neuron	Cops7b
Type II spiral ganglion neuron	Fdxr
Type I spiral ganglion neuron	Smarca5
Type IC spiral ganglion neuron	Mknk1
Type IC spiral ganglion neuron	Scn2b
Type I spiral ganglion neuron	Trhde
Type II spiral ganglion neuron	Marcksl1
Type I spiral ganglion neuron	Thrb
Type I spiral ganglion neuron	Spire2
Type I spiral ganglion neuron	Fkbp1b
Type II spiral ganglion neuron	Sh3kbp1
Type I spiral ganglion neuron	Zfp426
Type II spiral ganglion neuron	Palld
Type IA spiral ganglion neuron	Pag1
Type I spiral ganglion neuron	Ldb3
Type I spiral ganglion neuron	Wfs1
Type IA spiral ganglion neuron	Nde1
Type II spiral ganglion neuron	Abcb1a
Type I spiral ganglion neuron	Rab11fip5
Type IB spiral ganglion neuron	Tpbgl
Type I spiral ganglion neuron	Uchl5
Type I spiral ganglion neuron	Zfp30
Type II spiral ganglion neuron	Aldoart2
Type I spiral ganglion neuron	Asah2
Type II spiral ganglion neuron	Flywch2
Type I spiral ganglion neuron	Slc25a14
Type I spiral ganglion neuron	Sv2b
Type I spiral ganglion neuron	Xylt2
Type I spiral ganglion neuron	Hcn1
Type IA spiral ganglion neuron	Hcn3
Type I spiral ganglion neuron	Psmg3
Type I spiral ganglion neuron	Rusc2
Type IA spiral ganglion neuron	Nrcam
Type I spiral ganglion neuron	Siah3
Type I spiral ganglion neuron	Slc48a1
Type I spiral ganglion neuron	Mrpl18
Type I spiral ganglion neuron	Pcyt1b
Type I spiral ganglion neuron	Atp8b2
Type IA spiral ganglion neuron	Fam219aos
Type IC spiral ganglion neuron	Ehbp1l1
Type IC spiral ganglion neuron	Timp3
Type I spiral ganglion neuron	Pdp1
Type I spiral ganglion neuron	Riok3
Type I spiral ganglion neuron	Lrp11
Type I spiral ganglion neuron	Csl
Type I spiral ganglion neuron	Sh3bgr
Type I spiral ganglion neuron	Pcyt1a
Type I spiral ganglion neuron	Stard3
Type I spiral ganglion neuron	Cntnap1
Type IB spiral ganglion neuron	Cdh23
Type II spiral ganglion neuron	Hamp
Type II spiral ganglion neuron	Rnase4
Type I spiral ganglion neuron	Entpd6
Type II spiral ganglion neuron	Tns3
Type II spiral ganglion neuron	Nog
Type I spiral ganglion neuron	Nacad
Type I spiral ganglion neuron	Zfp24
Type II spiral ganglion neuron	Kitl
Type I spiral ganglion neuron	Dzip1
Type I spiral ganglion neuron	Rps6ka2
Type II spiral ganglion neuron	Scn9a
Type I spiral ganglion neuron	Zyx
Type I spiral ganglion neuron	Septin6
Type I spiral ganglion neuron	Tmod1
Type II spiral ganglion neuron	Tnr
Type II spiral ganglion neuron	Ccdc28b
Type II spiral ganglion neuron	Usp11
Type I spiral ganglion neuron	Hsph1
Type I spiral ganglion neuron	Aifm3
Type I spiral ganglion neuron	Kcnab2
Type I spiral ganglion neuron	Pgbd5
Type II spiral ganglion neuron	1700001K19Rik
Type I spiral ganglion neuron	Dbndd1
Type I spiral ganglion neuron	Ano4
Type II spiral ganglion neuron	Cpne8
Type I spiral ganglion neuron	Nop56
Type I spiral ganglion neuron	Map6
Type IC spiral ganglion neuron	Espn
Type II spiral ganglion neuron	Tmx1
Type II spiral ganglion neuron	Hspb1
Type IC spiral ganglion neuron	Adprhl1
Type II spiral ganglion neuron	Commd7
Type I spiral ganglion neuron	Phf24
Type I spiral ganglion neuron	Reep5
Type II spiral ganglion neuron	Speg
Type I spiral ganglion neuron	Rmc1
Type I spiral ganglion neuron	Tfip11
Type II spiral ganglion neuron	Ctc1
Type II spiral ganglion neuron	Adarb2
Type II spiral ganglion neuron	Egfl7
Type I spiral ganglion neuron	Dedd
Type I spiral ganglion neuron	Peak1
Type II spiral ganglion neuron	Trmt1l
Type II spiral ganglion neuron	Rsph9
Type IA spiral ganglion neuron	Spred2
Type IC spiral ganglion neuron	Triobp
Type II spiral ganglion neuron	Id4
Type I spiral ganglion neuron	Ppp1r12c
Type IA spiral ganglion neuron	Obscn
Type I spiral ganglion neuron	Zfp930
Type I spiral ganglion neuron	Brsk1
Type IC spiral ganglion neuron	Tspan2
Type I spiral ganglion neuron	Vps36
Type I spiral ganglion neuron	Slc25a25
Type II spiral ganglion neuron	Flrt3
Type I spiral ganglion neuron	Tgfbr3
Type II spiral ganglion neuron	Trafd1
Type II spiral ganglion neuron	Eps15
Type II spiral ganglion neuron	Ptpn5
Type I spiral ganglion neuron	Dtnbp1
Type I spiral ganglion neuron	Slc17a7
Type I spiral ganglion neuron	St3gal5
Type I spiral ganglion neuron	Pnpla3
Type II spiral ganglion neuron	Fut9
Type II spiral ganglion neuron	Zfp57
Type I spiral ganglion neuron	Prrt3
Type I spiral ganglion neuron	Syt12
Type I spiral ganglion neuron	Bckdhb
Type I spiral ganglion neuron	Relt
Type IA spiral ganglion neuron	F2r
Type I spiral ganglion neuron	Epb41l3
Type I spiral ganglion neuron	Slc4a2
Type II spiral ganglion neuron	Pan2
Type I spiral ganglion neuron	Ciart
Type II spiral ganglion neuron	Cd63
Type IA spiral ganglion neuron	Cd63
Type I spiral ganglion neuron	Lypla1
Type I spiral ganglion neuron	Gne
Type II spiral ganglion neuron	Mxra7
Type II spiral ganglion neuron	Ppfia2
Type IA spiral ganglion neuron	Rassf8
Type II spiral ganglion neuron	Mmrn2
Type I spiral ganglion neuron	Ttc13
Type I spiral ganglion neuron	Tbc1d30
Type II spiral ganglion neuron	Csrp1
Type I spiral ganglion neuron	Myh7b
Type I spiral ganglion neuron	Kcnc1
Type I spiral ganglion neuron	Arl4c
Type IC spiral ganglion neuron	Mstn
Type II spiral ganglion neuron	Ces2g
Type IA spiral ganglion neuron	Mapk4
Type I spiral ganglion neuron	Arhgef9
